school_name,rating,n_reviews,nces_name_plus_zipcode,state_name_public_school_latest_available_year,state_name_public_school_2020_21,state_abbr_public_school_latest_available_year,school_name_public_school_2020_21,school_id_nces_assigned_public_school_latest_available_year,agency_name_public_school_2020_21,agency_id_nces_assigned_public_school_latest_available_year,location_address_1_public_school_2020_21,location_address_2_public_school_2020_21,location_address_3_public_school_2020_21,location_zip_public_school_2020_21,school_type_public_school_2020_21,agency_type_district_2020_21,start_of_year_status_public_school_2020_21,updated_status_public_school_2020_21,effective_date_of_updated_status_public_school_2020_21,charter_school_public_school_2020_21,magnet_school_public_school_2020_21,locale_public_school_2020_21,school_wide_title_i_public_school_2020_21,title_i_eligible_school_public_school_2020_21,title_i_school_status_public_school_2020_21,latitude_public_school_2020_21,longitude_public_school_2020_21,state_school_id_public_school_2020_21,state_agency_id_public_school_2020_21,national_school_lunch_program_public_school_2020_21,virtual_school_status_sy_2016_17_onward_public_school_2020_21,charter_authorizer_state_id_primary_public_school_2020_21,school_level_sy_2017_18_onward_public_school_2020_21,lowest_grade_offered_public_school_2020_21,highest_grade_offered_public_school_2020_21,total_students_all_grades_excludes_ae_public_school_2020_21,american_indian_alaska_native_students_public_school_2020_21,asian_or_asian_pacific_islander_students_public_school_2020_21,hispanic_students_public_school_2020_21,black_or_african_american_students_public_school_2020_21,white_students_public_school_2020_21,nat_hawaiian_or_other_pacific_isl_students_public_school_2020_21,two_or_more_races_students_public_school_2020_21,full_time_equivalent_fte_teachers_public_school_2020_21,pupil_teacher_ratio_public_school_2020_21
EASTERN NC SCHOOL FOR THE DEAF,3.6,18,EASTERN NC SCHOOL FOR THE DEAF 27893,North Carolina,NORTH CAROLINA,NC,Eastern NC School for the Deaf,370032003235,Deaf and Blind Schools,3700320,1311 Hwy 301 South,†,†,27893,2-Special education school,5-State agency providing elementary and/or secondary level instruction,1-Open,1-Open,12/14/2020,2-No,2-No,31-Town: Fringe,†,2-No,6-Not a Title I school,35.727352,-77.890966,NC-298-202,NC-298,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Other,Kindergarten,12th Grade,44,"=""0""","=""0""",7,23,13,"=""0""",1,18.52,2.38
EASTERN RANDOLPH HIGH SCHOOL,4.1,10,EASTERN RANDOLPH HIGH SCHOOL 27316,North Carolina,NORTH CAROLINA,NC,Eastern Randolph High School,370378001519,Randolph County School System,3703780,390 Eastern Randolph Rd,†,†,27316,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,41-Rural: Fringe,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,35.7555,-79.6175,NC-760-318,NC-760,Yes participating without using any Provision or the CEO,SUPPVIRTUAL,†,High,9th Grade,12th Grade,675,2,2,184,76,366,"=""0""",45,44.67,15.11
EASTERN WAYNE ELEMENTARY,3.9,7,EASTERN WAYNE ELEMENTARY 27534,North Carolina,NORTH CAROLINA,NC,Eastern Wayne Elementary,370488001949,Wayne County Public Schools,3704880,1271 New Hope Road,†,†,27534,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,41-Rural: Fringe,1-Yes,1-Yes,5-Title I schoolwide school,35.3733,-77.8765,NC-960-329,NC-960,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,5th Grade,558,2,5,139,251,141,"=""0""",20,41.10,13.58
EASTERN WAYNE HIGH,2.8,18,EASTERN WAYNE HIGH 27534,North Carolina,NORTH CAROLINA,NC,Eastern Wayne High,370488001950,Wayne County Public Schools,3704880,1135 New Hope Road,†,†,27534,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,23-Suburb: Small,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,35.3776,-77.8809,NC-960-330,NC-960,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,High,9th Grade,12th Grade,882,"=""0""",10,138,468,227,3,36,59.14,14.91
EASTERN WAYNE MIDDLE,3,10,EASTERN WAYNE MIDDLE 27534,North Carolina,NORTH CAROLINA,NC,Eastern Wayne Middle,370488001951,Wayne County Public Schools,3704880,3518 Central Heights Rd,†,†,27534,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,13-City: Small,1-Yes,1-Yes,5-Title I schoolwide school,35.3836,-77.9091,NC-960-331,NC-960,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Middle,6th Grade,8th Grade,494,2,6,78,300,80,2,26,28.75,17.18
EASTFIELD GLOBAL MAGNET SCHOOL,4.6,10,EASTFIELD GLOBAL MAGNET SCHOOL 28752,North Carolina,NORTH CAROLINA,NC,Eastfield Global Magnet School,370294001176,McDowell County Schools,3702940,170 Eastfield School Road,†,†,28752,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,1-Yes,32-Town: Distant,1-Yes,1-Yes,5-Title I schoolwide school,35.6862,-81.9863,NC-590-306,NC-590,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,5th Grade,277,1,2,98,12,155,"=""0""",9,22.00,12.59
EASTLAWN ELEMENTARY,4.4,8,EASTLAWN ELEMENTARY 27217,North Carolina,NORTH CAROLINA,NC,Eastlawn Elementary,370003000197,Alamance-Burlington Schools,3700030,502 N Graham Hopedale Road,†,†,27217,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,13-City: Small,1-Yes,1-Yes,5-Title I schoolwide school,36.1018,-79.4071,NC-010-326,NC-010,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,5th Grade,567,"=""0""","=""0""",268,210,57,"=""0""",32,37.16,15.26
EASTON ELEMENTARY SCHOOL,3.4,10,EASTON ELEMENTARY SCHOOL 27107,North Carolina,NORTH CAROLINA,NC,Easton Elementary School,370150000601,Winston Salem / Forsyth County Schools,3701500,734 E Clemmonsville Road,†,†,27107,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,12-City: Mid-size,1-Yes,1-Yes,5-Title I schoolwide school,36.0557,-80.2229,NC-340-368,NC-340,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,5th Grade,462,"=""0""",3,312,117,19,"=""0""",11,38.68,11.94
EASTOVER ELEMENTARY,4.8,10,EASTOVER ELEMENTARY 28207,North Carolina,NORTH CAROLINA,NC,Eastover Elementary,370297001215,Charlotte-Mecklenburg Schools,3702970,500 Cherokee Rd,†,†,28207,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,11-City: Large,†,2-No,6-Not a Title I school,35.1966,-80.8217,NC-600-379,NC-600,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Kindergarten,5th Grade,386,"=""0""",4,18,91,258,"=""0""",15,29.50,13.08
EASTOVER-CENTRAL ELEMENTARY,3.8,6,EASTOVER-CENTRAL ELEMENTARY 28312,North Carolina,NORTH CAROLINA,NC,Eastover-Central Elementary,370001100405,Cumberland County Schools,3700011,5174 Dunn Road,†,†,28312,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,42-Rural: Distant,1-Yes,1-Yes,5-Title I schoolwide school,35.1228,-78.7618,NC-260-332,NC-260,Yes participating without using any Provision or the CEO,SUPPVIRTUAL,†,Elementary,Prekindergarten,5th Grade,346,4,3,32,65,222,3,17,29.50,11.73
EASTSIDE STREAM ACADEMY,1.7,26,EASTSIDE STREAM ACADEMY 28215,North Carolina,NORTH CAROLINA,NC,Eastside STREAM Academy,370033903293,Eastside STREAM Academy,3700339,3124 Milton Road,Suite C,†,28215,1-Regular school,7-Independent Charter District,1-Open,1-Open,12/14/2020,1-Yes,2-No,11-City: Large,1-Yes,1-Yes,5-Title I schoolwide school,35.234863,-80.735696,NC-60P-000,NC-60P,Yes participating without using any Provision or the CEO,NOTVIRTUAL,"=""01SBE""",Elementary,Kindergarten,8th Grade,197,"=""0""","=""0""",20,158,4,"=""0""",15,7.00,28.14
EASTWAY ELEMENTARY,3.5,11,EASTWAY ELEMENTARY 27701,North Carolina,NORTH CAROLINA,NC,Eastway Elementary,370126001850,Durham Public Schools,3701260,610 North Alston Avenue,†,†,27701,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,11-City: Large,1-Yes,1-Yes,5-Title I schoolwide school,35.9911,-78.885,NC-320-310,NC-320,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,5th Grade,439,1,4,229,192,8,"=""0""",5,38.80,11.31
EASTWAY MIDDLE,3.4,35,EASTWAY MIDDLE 28205,North Carolina,NORTH CAROLINA,NC,Eastway Middle,370297001216,Charlotte-Mecklenburg Schools,3702970,1501 Norland Rd,†,†,28205,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,1-Yes,11-City: Large,1-Yes,1-Yes,5-Title I schoolwide school,35.2102,-80.7781,NC-600-381,NC-600,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Middle,6th Grade,8th Grade,810,1,32,464,268,34,"=""0""",11,58.76,13.78
ED V BALDWIN ELEMENTARY,4.1,15,ED V BALDWIN ELEMENTARY 28348,North Carolina,NORTH CAROLINA,NC,Ed V Baldwin Elementary,370001100416,Cumberland County Schools,3700011,4441 Legion Road,†,†,28348,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,21-Suburb: Large,1-Yes,1-Yes,5-Title I schoolwide school,34.9788,-78.9346,NC-260-370,NC-260,Yes participating without using any Provision or the CEO,SUPPVIRTUAL,†,Elementary,Prekindergarten,5th Grade,618,11,6,70,314,145,4,68,41.32,14.96
EDGECOMBE EARLY COLLEGE HIGH,4,51,EDGECOMBE EARLY COLLEGE HIGH 27886,North Carolina,NORTH CAROLINA,NC,Edgecombe Early College High,370132002762,Edgecombe County Public Schools,3701320,2009 West Wilson St,†,†,27886,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,41-Rural: Fringe,†,2-No,6-Not a Title I school,35.8794,-77.5723,NC-330-326,NC-330,Yes participating without using any Provision or the CEO,SUPPVIRTUAL,†,High,9th Grade,13th Grade,202,"=""0""",3,37,51,106,"=""0""",5,10.00,20.20
EDGEWOOD CMTY DEVELOPMENTAL,5,1,EDGEWOOD CMTY DEVELOPMENTAL 27530,North Carolina,NORTH CAROLINA,NC,Edgewood Cmty Developmental,370488000413,Wayne County Public Schools,3704880,1601 Peachtree St,†,†,27530,2-Special education school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,13-City: Small,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,35.3804,-77.9715,NC-960-332,NC-960,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,High,5th Grade,12th Grade,60,1,"=""0""",8,31,17,"=""0""",3,5.00,12.00
EDGEWOOD ELEMENTARY,5,3,EDGEWOOD ELEMENTARY 28472,North Carolina,NORTH CAROLINA,NC,Edgewood Elementary,370492001968,Whiteville City Schools,3704920,317 E Calhoun Street,†,†,28472,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,32-Town: Distant,1-Yes,1-Yes,5-Title I schoolwide school,34.3315,-78.6971,NC-241-308,NC-241,Yes participating without using any Provision or the CEO,SUPPVIRTUAL,†,Elementary,3rd Grade,5th Grade,454,5,"=""0""",66,201,148,"=""0""",34,30.99,14.65
EDNEYVILLE ELEMENTARY,4.8,5,EDNEYVILLE ELEMENTARY 28792,North Carolina,NORTH CAROLINA,NC,Edneyville Elementary,370210000917,Henderson County Schools,3702100,2875 Pace Road,†,†,28792,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,41-Rural: Fringe,1-Yes,1-Yes,5-Title I schoolwide school,35.374157,-82.370953,NC-450-322,NC-450,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,5th Grade,394,1,5,140,6,233,1,8,28.94,13.61
EDWARD BEST ELEMENTARY,4.8,4,EDWARD BEST ELEMENTARY 27549,North Carolina,NORTH CAROLINA,NC,Edward Best Elementary,370153000653,Franklin County Schools,3701530,4011 NC 56 Hwy East,†,†,27549,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,42-Rural: Distant,1-Yes,1-Yes,5-Title I schoolwide school,36.0942,-78.1673,NC-350-316,NC-350,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,5th Grade,471,2,"=""0""",116,131,184,"=""0""",38,35.00,13.46
EDWARD D SADLER JR  ELEMENTARY SCHOOL,4.2,5,EDWARD D SADLER JR  ELEMENTARY SCHOOL 28052,North Carolina,NORTH CAROLINA,NC,Edward D Sadler Jr  Elementary School,370162002731,Gaston County Schools,3701620,3950 West Franklin Boulevard,†,†,28052,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,13-City: Small,1-Yes,1-Yes,5-Title I schoolwide school,35.2588,-81.2597,NC-360-392,NC-360,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,5th Grade,355,1,3,131,127,74,"=""0""",19,28.00,12.68
EDWIN A ALDERMAN ELEMENTARY,3.6,9,EDWIN A ALDERMAN ELEMENTARY 27407,North Carolina,NORTH CAROLINA,NC,Edwin A Alderman Elementary,370192000756,Guilford County Schools,3701920,4211 Chateau Drive,†,†,27407,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,11-City: Large,1-Yes,1-Yes,5-Title I schoolwide school,36.0407,-79.8679,NC-410-307,NC-410,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,5th Grade,348,1,28,127,143,37,"=""0""",12,27.80,12.52
EDWIN A ALDERMAN ELEMENTARY,4.1,12,EDWIN A ALDERMAN ELEMENTARY 28403,North Carolina,NORTH CAROLINA,NC,Edwin A Alderman Elementary,370333001371,New Hanover County Schools,3703330,2025 Independence Blvd,†,†,28403,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,12-City: Mid-size,1-Yes,1-Yes,5-Title I schoolwide school,34.2061,-77.9074,NC-650-324,NC-650,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Kindergarten,5th Grade,275,1,"=""0""",28,111,123,"=""0""",12,21.46,12.81
EDWIN A ANDERSON ELEMENTARY,4.7,7,EDWIN A ANDERSON ELEMENTARY 28412,North Carolina,NORTH CAROLINA,NC,Edwin A Anderson Elementary,370333002822,New Hanover County Schools,3703330,455 Halyburton Memorial Parkwa,†,†,28412,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,22-Suburb: Mid-size,1-Yes,1-Yes,5-Title I schoolwide school,34.0982,-77.9145,NC-650-323,NC-650,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Kindergarten,5th Grade,589,3,10,45,35,478,1,17,40.12,14.68
EDWIN M HOLT ELEMENTARY,4.2,9,EDWIN M HOLT ELEMENTARY 27215,North Carolina,NORTH CAROLINA,NC,Edwin M Holt Elementary,370003000007,Alamance-Burlington Schools,3700030,4751 S NC 62,†,†,27215,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,41-Rural: Fringe,†,2-No,6-Not a Title I school,36.0213,-79.4889,NC-010-328,NC-010,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Kindergarten,5th Grade,527,2,3,64,35,396,"=""0""",27,38.30,13.76
EFLAND CHEEKS ELEMENTARY,4.9,7,EFLAND CHEEKS ELEMENTARY 27243,North Carolina,NORTH CAROLINA,NC,Efland Cheeks Elementary,370348001445,Orange County Schools,3703480,4401 Fuller Rd,†,†,27243,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,22-Suburb: Mid-size,1-Yes,1-Yes,5-Title I schoolwide school,36.0836,-79.1888,NC-680-324,NC-680,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,5th Grade,504,1,20,140,102,195,"=""0""",46,34.50,14.61
ELIZABETH CITY MIDDLE,2.2,9,ELIZABETH CITY MIDDLE 27909,North Carolina,NORTH CAROLINA,NC,Elizabeth City Middle,370354001453,Elizabeth City-Pasquotank Public Schools,3703540,1066 Northside Road,†,†,27909,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,41-Rural: Fringe,1-Yes,1-Yes,5-Title I schoolwide school,36.367954,-76.271092,NC-700-308,NC-700,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Middle,6th Grade,8th Grade,613,2,8,63,267,223,"=""0""",50,37.94,16.16
ELIZABETH LANE ELEMENTARY,4.1,17,ELIZABETH LANE ELEMENTARY 28105,North Carolina,NORTH CAROLINA,NC,Elizabeth Lane Elementary,370297001881,Charlotte-Mecklenburg Schools,3702970,121 Elizabeth Ln,†,†,28105,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,21-Suburb: Large,†,2-No,6-Not a Title I school,35.1126,-80.7474,NC-600-382,NC-600,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Kindergarten,5th Grade,907,3,154,85,49,589,1,26,60.51,14.99
ELIZABETH M CASHWELL ELEMENTARY,3.6,13,ELIZABETH M CASHWELL ELEMENTARY 28306,North Carolina,NORTH CAROLINA,NC,Elizabeth M Cashwell Elementary,370001100403,Cumberland County Schools,3700011,2970 Legion Road,†,†,28306,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,21-Suburb: Large,1-Yes,1-Yes,5-Title I schoolwide school,35.0065,-78.9149,NC-260-326,NC-260,Yes participating without using any Provision or the CEO,SUPPVIRTUAL,†,Elementary,Prekindergarten,5th Grade,536,12,3,81,314,83,2,41,43.00,12.47
ELIZABETH TRADITIONAL ELEM,5,16,ELIZABETH TRADITIONAL ELEM 28204,North Carolina,NORTH CAROLINA,NC,Elizabeth Traditional Elem,370297001217,Charlotte-Mecklenburg Schools,3702970,1601 Park Dr,†,†,28204,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,1-Yes,11-City: Large,1-Yes,1-Yes,5-Title I schoolwide school,35.2154,-80.8254,NC-600-384,NC-600,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Kindergarten,5th Grade,490,3,16,84,324,50,"=""0""",13,35.36,13.86
ELIZABETHTOWN MIDDLE,3.8,5,ELIZABETHTOWN MIDDLE 28337,North Carolina,NORTH CAROLINA,NC,Elizabethtown Middle,370039002618,Bladen County Schools,3700390,1496 Hwy 701 South,†,†,28337,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,41-Rural: Fringe,1-Yes,1-Yes,5-Title I schoolwide school,34.613728,-78.615174,NC-090-332,NC-090,Yes participating without using any Provision or the CEO,SUPPVIRTUAL,†,Middle,5th Grade,8th Grade,372,4,"=""0""",88,176,85,"=""0""",19,23.78,15.64
ELIZABETHTOWN PRIMARY,4,1,ELIZABETHTOWN PRIMARY 28337,North Carolina,NORTH CAROLINA,NC,Elizabethtown Primary,370039000118,Bladen County Schools,3700390,301 Mercer Road,†,†,28337,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,32-Town: Distant,1-Yes,1-Yes,5-Title I schoolwide school,34.6213,-78.6045,NC-090-333,NC-090,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,4th Grade,510,4,1,69,315,105,"=""0""",16,35.32,14.44
ELKIN ELEMENTARY,4.2,6,ELKIN ELEMENTARY 28621,North Carolina,NORTH CAROLINA,NC,Elkin Elementary,370138000563,Elkin City Schools,3701380,135 Old Virginia Rd,†,†,28621,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,32-Town: Distant,1-Yes,1-Yes,5-Title I schoolwide school,36.2456,-80.8545,NC-861-304,NC-861,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,6th Grade,664,"=""0""",8,144,24,462,"=""0""",26,43.20,15.37
ELKIN HIGH,3.6,7,ELKIN HIGH 28621,North Carolina,NORTH CAROLINA,NC,Elkin High,370138000562,Elkin City Schools,3701380,334 Elk Spur St,†,†,28621,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,32-Town: Distant,2-No,1-Yes,1-Title I targeted assistance eligible school-No program,36.2456,-80.8603,NC-861-308,NC-861,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,High,9th Grade,12th Grade,376,"=""0""",3,77,9,259,"=""0""",28,28.35,13.26
ELKIN MIDDLE,4,2,ELKIN MIDDLE 28621,North Carolina,NORTH CAROLINA,NC,Elkin Middle,370138002797,Elkin City Schools,3701380,300 Elk Spur St,†,†,28621,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,32-Town: Distant,2-No,1-Yes,1-Title I targeted assistance eligible school-No program,36.2453,-80.8601,NC-861-312,NC-861,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Middle,7th Grade,8th Grade,199,"=""0""",2,40,9,138,"=""0""",10,15.08,13.20
ELLENBORO ELEMENTARY SCHOOL,5,4,ELLENBORO ELEMENTARY SCHOOL 28040,North Carolina,NORTH CAROLINA,NC,Ellenboro Elementary School,370408001641,Rutherford County Schools,3704080,813 Piney Mountain Church Rd,†,†,28040,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,41-Rural: Fringe,1-Yes,1-Yes,5-Title I schoolwide school,35.3514,-81.7736,NC-810-344,NC-810,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,5th Grade,583,2,1,33,31,473,"=""0""",43,39.01,14.94
ELLENDALE ELEMENTARY,4.8,5,ELLENDALE ELEMENTARY 28681,North Carolina,NORTH CAROLINA,NC,Ellendale Elementary,370009000032,Alexander County Schools,3700090,175 Ellendale Park Lane,†,†,28681,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,42-Rural: Distant,1-Yes,1-Yes,5-Title I schoolwide school,35.9284,-81.2789,NC-020-308,NC-020,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Kindergarten,5th Grade,212,"=""0""","=""0""",4,7,193,"=""0""",8,17.00,12.47
